customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
7784,62,Alabama,basic,annual,1,venmo,many,7/3/2019,12.24543377,0.761245653,0.01,152,79,4,44,9,5,155,0
7785,75,California,basic,monthly,0,credit,none,5/18/2020,12.49037553,0.23059036,0.28,161,157,5,27,12,6,139,0
7786,46,Maine,family premium,annual,0,debit,many,5/29/2014,21.45550526,2.305125885,0.17,259,155,9,79,7,2,2,0
7787,83,Nebrasksa,premium,annual,2,credit,very frequent,5/28/2020,12.38796409,1.091486108,0.02,231,167,3,20,14,4,69,0
7788,42,California,family premium,monthly,2,credit,some,1/19/2014,20.43543478,2.254963294,0.11,331,205,4,86,12,4,0,0
7789,73,Utah,family premium,annual,2,credit,none,2/12/2014,20.97068545,3.380605265,0.79,366,202,7,59,3,3,1,0
7790,75,Wisconsin,family premium,monthly,2,venmo,very frequent,10/8/2015,19.96987608,1.774594131,0.22,268,160,7,41,14,4,1,0
7791,30,Vermont,premium,annual,0,venmo,many,10/13/2013,11.48720408,2.117090381,0.81,184,123,8,96,9,3,97,0
7792,32,Maine,premium,annual,2,credit,few,5/8/2019,6.087316479,1.592143829,0.84,87,45,5,90,8,4,39,0
7793,78,South Carolina,family premium,annual,2,credit,none,10/10/2014,14.48516454,1.410102461,0.48,269,150,4,33,20,5,1,0
7794,71,Vermont,basic,annual,0,venmo,few,5/17/2015,17.44534884,0.835662128,0.14,286,154,9,46,9,9,153,1
7795,81,New York,premium,annual,1,credit,few,5/22/2015,27.31985013,1.249624583,0.34,430,400,8,39,12,6,153,0
7796,34,Wisconsin,basic,annual,1,credit,many,3/4/2017,2.080339294,1.233135802,0.11,38,22,3,91,11,6,53,0
7797,51,Virginia,basic,annual,1,credit,some,2/11/2019,26.72061242,4.510608995,0.47,343,294,5,70,12,12,116,0
7798,20,West Virginia,basic,annual,0,credit,none,10/7/2021,19.87332856,0.765846668,0.27,240,120,8,76,19,5,17,0
7799,26,Nebrasksa,premium,annual,2,credit,few,4/24/2019,9.07599043,1.451476226,0.74,171,147,6,86,11,4,49,0
7800,29,North Carolina,basic,annual,2,credit,few,2/24/2021,26.52248,1.875855142,0.81,365,347,7,79,19,6,35,0
7801,21,Utah,basic,annual,1,credit,very frequent,9/22/2020,4.302540719,1.005423678,0.14,71,37,3,95,4,1,53,0
7802,26,Washington,student,annual,2,credit,very frequent,5/21/2018,4.032115069,0.346628671,0.44,55,35,2,83,15,4,41,0
7803,42,Utah,family premium,annual,2,credit,some,11/22/2020,16.64775028,3.038659885,0.03,273,156,7,59,5,3,0,0
7804,80,Montana,basic,annual,0,credit,none,12/18/2016,19.72935275,3.211150771,0.36,263,189,6,40,11,11,66,0
7805,77,Utah,family premium,annual,2,credit,few,10/1/2014,16.5440065,0.520960701,0.25,317,232,7,50,5,5,0,0
7806,58,New York,basic,annual,1,credit,very frequent,2/12/2022,9.601596631,0.10485865,0.45,135,120,4,46,11,11,69,0
7807,56,Alabama,family premium,annual,2,venmo,few,8/30/2015,29.6784492,4.509112522,0.14,446,437,7,49,8,2,0,0
7808,52,West Virginia,basic,annual,0,venmo,very frequent,10/16/2018,24.31158938,0.779561406,0.44,321,205,9,58,20,20,68,0
7809,53,Montana,basic,annual,2,debit,some,3/5/2019,20.77263217,2.543171773,0.37,329,325,7,62,9,5,122,0
7810,18,California,student,annual,2,credit,few,9/17/2018,9.591481225,1.430441939,0.1,169,117,6,83,13,13,51,1
7811,38,Montana,basic,annual,0,venmo,some,12/2/2017,28.17627234,1.845655457,0.17,405,289,6,67,11,4,120,0
7812,50,Vermont,basic,annual,2,debit,very frequent,5/11/2014,18.84333563,2.133594701,0.31,263,174,4,64,8,3,239,0
7813,50,New York,basic,monthly,0,venmo,few,8/30/2020,20.27096729,1.553336218,0.14,277,166,9,58,12,6,33,0
7814,39,Utah,family premium,annual,2,debit,very frequent,7/26/2021,0.680721616,0.34586844,0.23,10,5,2,65,4,1,0,0
7815,57,Washington,family premium,monthly,2,debit,some,5/31/2016,15.85261204,3.110836144,0.18,232,118,6,70,13,13,2,0
7816,62,North Carolina,basic,annual,2,debit,many,1/17/2021,6.834519179,0.392450879,0.94,129,111,3,56,18,9,48,0
7817,52,North Dakota,basic,annual,1,venmo,few,9/25/2019,19.11534916,3.401791681,0.16,273,142,5,71,15,8,116,0
7818,26,Idaho,premium,annual,1,credit,many,11/8/2018,25.31579049,2.278768299,0.15,418,217,5,80,5,3,63,0
7819,66,Wisconsin,family premium,annual,2,debit,some,4/6/2019,9.595236337,1.105010725,0.47,117,60,5,36,11,11,0,0
7820,72,Maine,premium,monthly,1,debit,many,4/8/2013,18.97954606,1.480041157,0.51,299,255,8,57,8,3,235,0
7821,62,New Jersey,basic,annual,2,credit,some,2/27/2017,30.44841817,3.697699177,0.27,459,423,4,42,15,5,68,0
7822,74,New York,basic,monthly,0,debit,few,7/23/2018,3.665462103,0.887795023,0.71,60,54,6,41,12,12,42,0
7823,67,North Carolina,basic,annual,1,credit,very frequent,12/2/2016,7.736440153,0.550803053,0.1,101,52,6,58,19,10,74,0
7824,56,Utah,premium,annual,1,venmo,none,2/23/2014,6.905081329,1.198145572,0.3,87,83,4,54,6,3,81,0
7825,30,Idaho,premium,annual,1,debit,none,11/15/2018,27.97044402,4.23422164,0.68,441,236,5,92,5,5,39,0
7826,54,Maine,family premium,monthly,1,venmo,some,6/19/2020,29.77975625,4.508029308,0.1,444,288,5,54,5,5,1,1
7827,34,New Jersey,premium,annual,2,debit,many,1/6/2014,10.02633582,1.34587735,0.41,173,165,6,74,14,14,109,0
7828,62,Utah,family premium,monthly,1,credit,many,9/5/2018,19.88957069,2.332286691,0.05,313,165,5,38,3,3,0,0
7829,63,Vermont,premium,monthly,2,venmo,many,10/10/2018,8.684619369,0.655463723,0.47,165,134,3,55,11,4,76,0
7830,62,Washington,premium,monthly,1,debit,none,11/28/2015,12.55070144,1.912245131,0.05,158,151,7,52,14,4,58,0
7831,30,New York,premium,annual,1,venmo,very frequent,2/28/2017,13.47143888,2.266725387,0.12,166,85,4,85,12,3,63,0
7832,27,Idaho,premium,annual,0,credit,none,11/8/2021,20.27715901,1.166454657,0.21,285,161,9,90,6,2,53,0
7833,43,Vermont,basic,annual,0,debit,many,4/25/2013,0.18147706,0.226256842,0.21,4,2,1,79,11,11,92,0
7834,76,Georgia,basic,annual,0,debit,none,11/26/2018,25.32257272,0.865334374,0.95,329,233,6,44,10,5,36,0
7835,74,North Dakota,family premium,annual,0,debit,few,12/15/2019,8.44870557,0.653677402,0.13,128,93,5,40,15,4,2,0
7836,68,California,premium,monthly,2,venmo,few,1/1/2019,30.55866191,0.346648458,0.18,575,512,8,32,14,14,46,0
7837,72,Montana,family premium,annual,1,credit,some,6/10/2016,23.99758697,2.808094523,0.25,400,250,8,48,10,3,0,0
7838,44,Virginia,premium,annual,0,debit,many,8/11/2021,12.24926141,1.380758091,0.07,152,82,5,51,12,6,29,0
7839,19,South Carolina,student,monthly,2,credit,few,12/20/2013,21.75517836,0.58575611,0.4,362,228,7,103,21,11,69,0
7840,48,West Virginia,basic,monthly,2,credit,some,6/5/2014,6.342247077,1.025945013,0.23,103,54,5,65,19,19,87,0
7841,46,Maine,family premium,annual,0,credit,some,4/24/2015,6.833689043,0.278144221,0.69,95,58,5,72,6,2,0,0
7842,26,Vermont,student,annual,0,venmo,none,12/20/2016,29.74643183,4.25100866,0.04,378,268,9,80,8,3,57,0
7843,53,Nebrasksa,family premium,annual,0,credit,very frequent,1/5/2013,27.5033954,2.758505896,0.41,346,315,9,70,11,3,1,0
7844,33,Utah,premium,annual,1,venmo,few,7/27/2015,8.68648115,0.33494291,0.21,114,104,4,74,6,3,150,0
7845,20,West Virginia,student,annual,1,debit,none,12/11/2018,19.66741849,2.232181997,0.24,259,185,8,80,20,7,49,0
7846,74,North Dakota,family premium,annual,0,debit,few,12/21/2020,13.63612232,1.438997955,0.08,190,110,8,26,16,16,0,1
7847,54,West Virginia,basic,annual,2,credit,few,1/15/2016,16.02272061,1.383812161,0.47,211,148,6,68,18,18,129,0
7848,81,North Carolina,family premium,monthly,0,debit,very frequent,4/13/2013,23.51839859,3.753371621,0.11,349,300,6,50,18,5,1,0
7849,33,Maine,family premium,annual,1,venmo,many,11/7/2018,7.045779645,1.566177671,0.15,139,73,4,77,8,2,0,0
7850,48,Nebrasksa,basic,annual,2,venmo,some,1/12/2022,16.83144622,2.459338782,0.68,209,159,3,46,11,6,18,0
7851,68,Idaho,basic,annual,1,credit,many,8/4/2016,18.1767503,2.75296113,0.03,334,248,8,37,8,4,71,0
7852,22,Idaho,student,monthly,2,credit,none,4/8/2018,17.10924872,0.022284831,0.48,342,216,4,89,5,3,127,0
7853,55,South Carolina,family premium,monthly,1,venmo,none,1/24/2016,28.09252448,0.416093404,0.86,360,238,8,53,19,5,0,0
7854,22,New York,basic,annual,1,credit,some,1/21/2013,4.659049083,0.940800036,0.27,85,77,6,113,12,3,74,0
7855,59,South Carolina,basic,annual,2,credit,few,9/6/2018,14.75695275,2.925553279,0.29,220,136,3,42,19,5,126,1
7856,59,Virginia,family premium,annual,2,venmo,none,7/20/2019,3.830577473,0.371321813,0.45,65,41,5,57,9,5,0,0
7857,63,Virginia,family premium,annual,1,credit,few,1/9/2014,12.0155923,0.317853153,0.17,154,107,4,64,10,5,1,0
7858,52,Alabama,premium,monthly,1,venmo,many,3/2/2020,25.16697868,1.755648663,0.34,321,171,8,61,8,4,147,0
7859,64,Montana,family premium,monthly,0,debit,very frequent,1/15/2015,19.86269687,2.053099193,0.44,342,173,6,56,8,2,1,0
7860,36,California,basic,annual,1,venmo,none,11/28/2019,23.66329952,1.238590518,0.43,395,276,5,65,15,5,65,0
7861,76,Florida,student,annual,0,credit,none,8/7/2016,3.149766561,0.111323216,0.22,55,45,4,33,9,5,163,0
7862,31,Idaho,premium,annual,0,debit,none,2/22/2015,1.01562373,0.171108258,0.32,14,14,4,75,5,3,174,0
7863,50,Maine,basic,monthly,0,venmo,some,7/8/2014,1.427826471,0.723501585,0.83,28,15,4,59,5,1,95,0
7864,73,West Virginia,basic,annual,2,credit,many,6/5/2017,7.18241769,1.594203258,0.38,131,79,3,29,20,5,85,0
7865,36,California,family premium,monthly,0,credit,many,5/15/2021,5.819705312,0.931479569,0.63,83,44,5,76,12,6,2,0
7866,57,North Carolina,basic,monthly,2,venmo,none,9/30/2014,16.79937771,0.589041874,0.21,317,190,7,54,20,10,119,0
7867,81,North Dakota,family premium,monthly,2,debit,some,1/9/2015,3.303935879,1.085270066,0.69,53,27,2,41,16,8,2,0
7868,68,Florida,basic,annual,2,debit,many,12/8/2018,21.99004533,1.630251797,0.82,393,208,4,31,8,4,192,0
7869,53,South Carolina,premium,annual,1,venmo,some,7/14/2015,19.55850148,2.809481944,0.36,273,155,5,55,20,20,83,0
7870,76,Nebrasksa,family premium,annual,2,credit,many,1/14/2014,19.89668417,2.912715792,0.21,244,160,4,53,12,3,1,0
7871,39,Georgia,basic,monthly,0,debit,very frequent,3/12/2018,12.56050382,2.050980437,0.54,205,142,5,63,8,3,199,1
7872,28,Nebrasksa,student,annual,2,debit,some,9/12/2013,20.81938843,1.01189287,0.18,313,198,4,103,14,14,319,0
7873,48,Idaho,premium,annual,0,debit,very frequent,11/28/2019,1.466929079,0.056579783,0.13,28,14,5,69,8,4,32,0
7874,75,Florida,premium,annual,2,debit,few,3/1/2018,5.196119396,0.808527842,0.32,99,98,5,38,10,3,69,0
7875,25,Nebrasksa,student,annual,2,credit,some,12/27/2014,6.912041168,1.171634899,0.94,123,62,5,87,12,3,336,0
7876,56,New York,premium,monthly,2,credit,some,5/24/2016,29.78234315,3.096780021,0.29,575,553,4,51,10,3,52,0
7877,73,Washington,family premium,annual,1,credit,some,9/26/2020,16.74853174,2.366201792,0.25,306,167,5,33,15,5,0,0
7878,75,North Carolina,premium,annual,2,debit,none,12/17/2018,4.296169153,0.211234764,0.38,58,32,2,35,20,7,119,0
7879,58,Virginia,premium,annual,0,venmo,none,8/10/2021,0.432409238,0.313215174,0.42,6,4,2,42,12,4,22,0
7880,55,Wisconsin,family premium,monthly,2,credit,very frequent,2/1/2022,6.48336567,1.30451465,0.31,91,66,5,43,13,7,1,1
7881,45,Washington,family premium,annual,2,venmo,very frequent,12/28/2018,4.705709743,0.550888667,0.01,62,47,2,77,13,4,1,0
7882,76,South Carolina,premium,monthly,1,credit,very frequent,9/1/2015,6.026355416,0.694501468,0.49,86,55,6,53,18,6,283,0
7883,49,Washington,family premium,monthly,1,debit,none,5/13/2019,17.96646475,1.439207497,0.19,239,168,7,65,15,4,1,0
7884,62,Montana,family premium,monthly,1,credit,some,9/7/2015,1.972269924,0.911393473,0.08,28,14,3,62,8,4,0,0
7885,47,Nebrasksa,basic,annual,1,credit,many,5/8/2016,11.73196204,1.698057636,0.09,202,130,4,70,14,7,95,1
7886,76,Utah,family premium,annual,0,debit,many,11/13/2016,10.38736943,0.98420201,0.23,125,89,7,52,6,2,2,0
7887,77,New Jersey,family premium,annual,2,credit,few,5/21/2017,22.8991877,1.698014237,0.02,417,287,4,36,13,3,2,0
7888,62,Virginia,family premium,monthly,1,venmo,none,2/11/2013,9.758610025,1.208565727,0.95,140,127,4,67,9,3,1,0
7889,50,New York,family premium,annual,1,venmo,some,5/11/2015,16.08543895,0.850158418,0.44,305,209,5,74,9,3,0,1
7890,46,Montana,family premium,monthly,0,venmo,some,8/17/2013,12.25786748,0.064008216,0.07,165,136,8,72,8,8,2,1
7891,43,North Dakota,family premium,monthly,2,credit,few,5/14/2017,9.192448302,1.556768806,0.84,118,80,5,61,16,5,0,0
7892,35,Virginia,family premium,annual,2,debit,very frequent,6/3/2019,7.360303347,0.511802394,0.24,112,74,5,71,9,9,0,0
7893,50,West Virginia,basic,annual,1,credit,very frequent,12/20/2015,10.47896245,0.742340731,0.27,163,96,7,67,20,20,73,0
7894,55,New Jersey,family premium,monthly,1,debit,many,11/4/2016,19.46558531,1.809940842,0.38,248,172,5,52,13,3,1,0
7895,83,North Dakota,basic,monthly,0,credit,some,10/26/2020,4.849569389,0.33493282,0.35,61,37,6,20,16,4,33,0
7896,86,Nebrasksa,family premium,annual,2,debit,very frequent,6/24/2016,9.10915063,1.126671225,0.16,135,97,6,25,13,7,0,0
7897,62,North Carolina,basic,annual,2,credit,few,1/26/2017,28.77166989,1.462380515,0.36,425,237,7,62,18,6,49,1
7898,62,Vermont,basic,annual,2,credit,very frequent,2/25/2013,1.070427906,0.880145738,0.17,15,12,1,64,8,4,288,1
7899,52,New York,basic,annual,2,venmo,none,1/18/2022,14.21784058,0.231922886,0.72,190,150,6,45,12,6,17,0
7900,70,West Virginia,family premium,monthly,0,debit,many,2/2/2020,10.18590914,1.83959532,0.11,153,115,8,36,19,6,1,0
7901,35,Idaho,family premium,annual,2,credit,many,5/3/2014,7.297437468,0.620563934,0.44,88,85,3,80,5,5,0,0
7902,71,West Virginia,basic,monthly,0,credit,some,6/7/2016,5.957190322,1.211956823,0.8,90,72,5,56,17,6,257,0
7903,35,West Virginia,basic,monthly,1,venmo,some,7/23/2013,8.78914024,0.340231333,0.07,136,131,7,79,17,4,155,0
7904,65,California,basic,annual,0,debit,some,11/17/2017,14.10757557,2.320974814,0.08,245,163,8,44,12,3,59,0
7905,46,Nebrasksa,family premium,monthly,1,credit,some,3/9/2017,23.61523974,1.757790231,0.48,401,357,8,72,14,7,2,0
7906,57,Maine,student,annual,0,credit,very frequent,12/2/2016,6.085566421,1.348620135,0.17,75,53,4,68,5,2,95,1
7907,85,Florida,family premium,annual,1,credit,some,12/15/2020,8.408821539,0.766834661,0.46,146,122,4,16,11,6,1,0
7908,60,Virginia,family premium,monthly,1,credit,many,10/10/2019,10.13953439,1.682672953,0.24,150,126,4,61,9,2,0,0
7909,42,Virginia,premium,annual,2,debit,few,8/5/2013,6.716601487,0.913639092,0.07,126,118,3,82,12,6,176,0
7910,65,Florida,student,annual,0,debit,none,2/24/2017,20.99510121,0.650147093,0.88,321,237,9,40,9,3,66,0
7911,60,Virginia,family premium,annual,0,debit,many,7/25/2017,9.05301913,1.943566892,0.19,109,60,7,45,11,4,1,0
7912,45,Wisconsin,family premium,annual,0,debit,none,4/24/2015,5.355228361,0.903415574,0.23,107,86,5,64,13,3,0,0
7913,39,Florida,basic,monthly,1,credit,some,4/5/2021,19.97529805,2.286661523,0.43,264,167,5,80,8,8,27,0
7914,57,Washington,family premium,annual,0,debit,many,1/13/2015,21.41274333,2.741264729,0.04,281,183,9,55,12,12,2,1
7915,60,Vermont,family premium,annual,0,credit,very frequent,9/27/2020,20.58453226,0.737283806,0.54,340,187,6,53,9,3,1,0
7916,53,Alabama,family premium,annual,0,venmo,some,5/10/2016,17.3160072,2.955534276,0.17,271,177,9,69,8,8,2,0
7917,43,Georgia,student,monthly,2,credit,many,5/1/2019,21.37446048,3.405762802,0.94,376,228,4,75,8,3,41,0
7918,22,New York,student,annual,2,credit,none,12/7/2017,23.06065409,0.628022353,0.5,360,204,7,91,10,5,88,1
7919,45,Utah,family premium,annual,1,venmo,many,5/1/2017,28.14744101,1.328288172,0.05,402,333,5,60,5,3,2,0
7920,18,Utah,basic,annual,0,credit,few,2/25/2018,11.59381068,1.546224029,0.74,181,127,8,87,5,5,71,0
7921,63,New York,family premium,monthly,1,credit,some,2/1/2016,12.79624173,2.530298313,0.12,228,128,7,52,9,9,2,0
7922,71,Montana,premium,annual,0,debit,very frequent,9/13/2016,17.01192881,3.244672823,0.48,261,159,6,56,11,4,55,0
7923,47,Montana,family premium,annual,0,debit,many,4/30/2014,9.110611449,2.013434563,0.02,126,112,5,66,8,2,1,0
7924,28,North Dakota,premium,annual,1,credit,some,5/13/2014,17.60934261,1.311975143,0,246,187,5,92,18,9,82,0
7925,26,North Carolina,student,annual,2,debit,few,9/29/2013,22.4092,1.865535713,0.59,362,318,7,107,20,20,69,1
7926,84,Virginia,basic,monthly,0,credit,some,11/22/2017,6.19188709,1.204641743,0.7,117,84,7,19,12,12,47,0
7927,37,New York,premium,annual,0,venmo,very frequent,6/7/2016,23.72024645,0.963675981,0.23,319,314,6,92,9,5,51,0
7928,37,Nebrasksa,family premium,annual,0,credit,many,12/30/2020,16.50839152,1.718593871,0.3,201,105,5,74,14,14,0,0
7929,54,Georgia,family premium,annual,2,venmo,none,10/3/2015,5.438555943,1.12606774,0.71,86,81,3,56,8,8,2,0
7930,20,Florida,family premium,monthly,1,credit,none,4/5/2014,27.87258845,3.62540594,0.43,472,307,8,109,9,2,0,0
7931,58,New York,family premium,monthly,1,venmo,some,12/26/2020,17.87163798,2.504458765,0.04,219,128,4,40,10,5,1,0
7932,85,Wisconsin,family premium,annual,2,debit,very frequent,7/20/2020,9.048954817,1.326887773,0.21,110,85,3,21,14,14,0,0
7933,23,Virginia,student,annual,2,venmo,none,8/23/2015,7.854479269,0.015468341,0.27,107,89,5,96,10,3,223,1
7934,53,Montana,family premium,annual,0,debit,many,6/16/2016,0.258228852,0.430235363,0.57,5,3,2,51,8,3,1,0
7935,27,California,family premium,annual,2,venmo,many,10/31/2014,5.660277393,1.076584594,0.46,90,74,3,80,13,7,0,0
7936,40,Washington,basic,annual,1,debit,some,11/20/2013,27.72182233,4.073318318,0.82,511,367,8,90,15,5,80,0
7937,68,California,family premium,monthly,2,credit,very frequent,1/21/2013,12.76356162,2.16606546,0.23,169,93,3,66,15,5,2,0
7938,21,North Dakota,family premium,annual,2,debit,some,10/1/2014,2.509075227,0.705461739,0.41,39,25,2,108,18,6,2,0
7939,76,Utah,basic,annual,0,credit,some,3/17/2014,13.62247984,1.849616653,0.86,245,150,6,36,3,1,96,0
7940,84,Vermont,premium,annual,2,credit,very frequent,1/12/2014,12.57727549,0.158673119,0.25,172,91,3,24,9,3,155,0
7941,60,Florida,basic,annual,1,venmo,very frequent,1/7/2020,13.53863166,0.485332316,0.29,217,164,7,62,11,11,37,0
7942,73,Vermont,family premium,annual,2,venmo,few,7/9/2019,24.80159365,1.706862074,0.67,318,266,4,28,10,3,0,0
7943,78,Florida,basic,annual,2,credit,none,1/26/2015,7.82567916,1.549023636,0.14,97,59,5,53,9,2,151,0
7944,58,Maine,family premium,annual,1,venmo,many,11/6/2019,30.48055865,3.081320529,0.36,377,299,5,43,7,2,1,0
7945,58,New York,basic,monthly,0,credit,many,6/10/2013,22.97206881,3.842782683,0.46,333,260,9,74,11,11,196,0
7946,72,Nebrasksa,basic,monthly,0,credit,none,1/10/2021,25.27242757,2.220041861,0.98,349,291,6,28,14,14,21,0
7947,86,Maine,family premium,annual,1,venmo,many,2/16/2020,16.21854928,0.768338471,0.13,311,189,5,26,5,1,2,0
7948,39,Washington,basic,annual,1,venmo,none,11/8/2019,11.76877847,1.144045519,0.57,155,125,7,80,14,5,34,0
7949,24,Utah,premium,annual,0,venmo,none,10/10/2013,21.98777146,2.402401518,0.99,304,195,9,110,3,1,292,0
7950,61,Montana,family premium,monthly,1,debit,very frequent,10/5/2016,8.943882576,1.12737403,0.58,149,117,4,58,9,2,1,0
7951,38,Nebrasksa,premium,annual,0,credit,very frequent,9/28/2021,5.901108687,0.678321548,0.15,74,44,7,62,14,14,29,0
7952,76,South Carolina,premium,monthly,2,credit,very frequent,1/10/2016,20.53188787,1.622199526,0.06,348,250,7,44,19,6,124,0
7953,61,Vermont,premium,monthly,1,venmo,few,7/18/2020,19.69693665,0.360953496,0.23,369,240,5,56,8,4,46,0
7954,50,Wisconsin,basic,annual,0,debit,many,1/15/2020,7.978573587,1.432731526,0.43,130,80,8,59,12,12,63,0
7955,69,California,premium,monthly,2,credit,many,4/13/2014,5.224964041,1.114948663,0.14,78,69,2,49,13,4,301,0
7956,50,Florida,family premium,annual,1,debit,some,9/25/2015,4.990410685,0.589609775,0.77,68,46,6,80,8,4,2,0
7957,86,California,basic,annual,0,credit,few,12/4/2019,2.832806672,0.530041853,0.11,55,41,4,24,15,8,46,0
7958,85,New York,family premium,annual,0,venmo,few,5/21/2016,12.86089097,1.540984883,0.45,239,197,5,39,10,10,2,0
7959,31,Maine,basic,monthly,1,venmo,many,2/28/2019,25.88384904,3.723938219,0.99,486,393,8,77,8,3,73,0
7960,46,California,family premium,annual,1,debit,none,10/20/2016,11.69256325,0.734279315,0.24,153,90,7,81,13,3,0,0
7961,56,Virginia,family premium,monthly,0,credit,few,4/5/2018,14.84953938,0.982030714,0.02,218,169,5,69,9,2,0,0
7962,49,North Dakota,basic,monthly,2,venmo,none,12/11/2019,23.35294179,0.38933424,0.06,449,398,7,52,18,5,129,0
7963,37,Utah,basic,monthly,2,venmo,none,6/17/2013,10.40461515,1.077791502,0.4,179,163,3,83,5,3,103,0
7964,21,North Dakota,student,annual,0,debit,very frequent,5/1/2015,16.50342928,0.170983183,0.49,300,162,9,99,17,6,87,0
7965,53,Alabama,student,annual,2,credit,very frequent,7/6/2015,18.22035827,1.863741819,0.47,273,243,4,66,10,3,176,1
7966,46,Montana,premium,annual,2,credit,few,10/9/2015,5.322622226,0.554937722,0.57,69,42,2,79,8,8,65,0
7967,34,Nebrasksa,student,annual,1,debit,few,10/12/2014,23.69883014,3.130654877,0.71,405,245,8,80,13,7,264,0
7968,47,Florida,student,annual,1,debit,none,7/4/2015,20.60884417,1.824387065,0.34,304,176,5,73,8,2,69,0
7969,83,California,premium,annual,0,credit,many,7/13/2014,23.72013861,3.221769318,0.38,298,171,9,29,12,12,78,0
7970,21,North Dakota,basic,annual,0,credit,few,10/4/2015,7.791477892,0.999685185,0.4,131,70,8,91,16,4,181,0
7971,42,New York,basic,monthly,1,credit,none,5/11/2013,2.585140732,0.489927615,0.1,40,21,3,88,12,6,395,1
7972,40,Washington,basic,monthly,0,venmo,some,9/7/2016,28.00664507,1.028725891,0.47,419,268,9,82,13,7,51,0
7973,54,Vermont,premium,annual,2,debit,many,11/10/2017,2.72758574,0.587971725,0.41,52,38,2,61,8,2,193,0
7974,62,Idaho,premium,monthly,1,credit,many,1/6/2017,1.800007685,0.256122967,0.49,30,17,4,59,5,5,114,0
7975,51,North Dakota,family premium,annual,1,venmo,many,4/11/2019,7.442555787,1.085233502,0.1,100,84,6,68,17,6,1,0
7976,83,South Carolina,family premium,annual,0,credit,some,12/25/2021,11.20794278,2.025481362,1,209,136,8,35,21,21,1,0
7977,74,New Jersey,basic,annual,2,venmo,none,11/1/2013,28.83216202,1.820036302,0.23,504,265,7,49,12,4,79,0
7978,82,Utah,premium,annual,1,credit,very frequent,1/14/2021,25.93806793,1.824139957,0.32,428,237,5,24,4,2,55,0
7979,56,Montana,family premium,annual,0,debit,very frequent,2/14/2018,5.404806089,1.384883701,0.49,67,48,7,60,9,3,1,0
7980,60,North Dakota,premium,annual,1,credit,none,9/25/2017,25.12107214,1.787680765,0.05,374,279,5,65,17,6,65,1
7981,61,Maine,family premium,annual,0,venmo,none,7/5/2015,21.28091857,1.360739215,0.13,268,141,6,66,8,8,1,1
7982,18,Florida,basic,annual,1,credit,very frequent,2/29/2016,8.638032851,0.73735259,0.34,105,60,6,99,10,10,86,1
7983,47,New Jersey,family premium,annual,1,debit,some,11/17/2018,28.75593694,2.797603668,0.21,345,276,5,60,12,3,1,0
7984,40,Montana,family premium,annual,2,debit,few,11/25/2015,22.34087664,0.265472309,0.75,304,160,4,78,11,3,1,0
7985,75,Virginia,basic,annual,0,credit,very frequent,8/4/2015,16.05038795,1.435037424,0.19,241,139,8,49,12,4,90,0
7986,65,Montana,premium,annual,0,debit,very frequent,5/1/2013,29.57836756,1.635874573,0.77,371,226,6,67,10,3,97,0
7987,31,California,basic,annual,2,debit,none,11/17/2017,26.43729014,1.952131032,0.48,506,362,7,86,14,14,46,0
7988,63,Idaho,basic,annual,0,venmo,very frequent,4/15/2020,29.31598384,2.020586973,0.15,485,245,6,42,5,1,36,0
7989,66,Wisconsin,family premium,annual,2,credit,very frequent,8/17/2015,7.57869431,1.309921744,0.2,121,61,3,60,11,11,2,0
7990,60,Washington,family premium,annual,0,debit,few,8/31/2015,27.79526994,3.792750369,0.77,473,285,6,47,12,12,0,0
7991,25,Maine,basic,annual,0,credit,few,3/7/2016,12.82603118,1.017588883,0.37,184,127,5,86,6,6,56,0
7992,19,South Carolina,basic,monthly,0,credit,none,1/18/2021,7.116727821,1.686572377,0.01,141,101,5,93,20,5,44,0
7993,71,North Dakota,premium,monthly,2,debit,very frequent,6/4/2019,28.44303676,1.940395702,0.35,494,399,4,36,18,18,45,0
7994,80,Idaho,basic,annual,1,venmo,some,7/31/2017,4.350037666,0.867137395,0.27,82,55,6,36,5,2,78,0
7995,82,West Virginia,family premium,annual,1,debit,few,11/16/2018,17.19537808,0.745377692,0.77,228,138,7,35,18,9,2,1
7996,62,New York,basic,annual,0,credit,none,1/14/2019,24.77637482,3.455208312,0.04,415,243,9,45,10,5,38,0
7997,40,Washington,premium,annual,2,venmo,many,8/20/2016,28.5177028,4.77974985,0.05,453,322,7,65,15,15,69,0
7998,56,California,premium,annual,0,debit,some,11/25/2020,14.64981652,0.573371574,0.15,216,186,8,39,13,3,109,0
7999,51,Alabama,basic,annual,2,credit,none,1/23/2017,13.51668842,1.100730745,0.17,172,131,6,77,10,3,108,0
8000,71,North Carolina,family premium,annual,1,credit,none,8/14/2015,17.42830824,2.91373475,0.04,243,131,7,55,19,6,1,0
8001,64,Utah,family premium,annual,2,credit,none,7/9/2020,5.397767819,1.140302571,0.81,99,69,5,43,4,1,2,0
8002,50,Montana,premium,annual,2,credit,few,7/16/2015,0.769386282,0.499695241,0.13,10,5,2,56,10,3,72,0
